trade_dt,000002.SZ,000004.SZ,000006.SZ,000008.SZ,000010.SZ,000012.SZ,000014.SZ,000016.SZ,000018.SZ,000020.SZ,000022.SZ,000024.SZ,600000.SH,600002.SH,600004.SH,600006.SH,600008.SH,600010.SH,600012.SH,600014.SH,600016.SH,600018.SH,600020.SH,600022.SH
2026-02-13,1064551072.986457,1101358498.2418082,1032574839.4816607,1296090111.8408613,1218647943.363523,955522364.6069106,1187710813.6028066,1085731402.5638144,1091550119.9801967,1270014377.0841436,1117418780.2251737,1235772781.1046965,1045267397.6984105,999123417.2022827,1182812072.7307203,1061570612.7522718,991857769.4118755,1030801573.5205206,1116728694.3865552,1224475442.7559097,1166236397.6251986,1150526706.5243413,1042311067.7635181,1259894419.1772826
2026-02-16,1187095645.2149572,1174351234.406015,1169607268.1972141,1275405029.411217,1273133256.6263044,1205978545.3856187,1214379386.7648964,1340265828.6427305,1225197064.5076983,1026336947.8633766,1322220976.1365974,1080784888.4264843,1001350528.7780417,838286136.8764154,1232428846.2264795,1191176470.38068,1099767796.5045717,975071180.9182007,1137877780.6273685,1230532319.7454832,1166022765.5244002,1012068835.4004923,1226557614.2928495,1140605946.5223303
2026-02-17,1232497837.1104822,1022569810.5906723,991345644.4982556,1186519275.4522655,1024234260.7771165,1278678974.9625394,1224219891.5996532,1336511910.988227,747504377.1479111,1219125287.9356015,1243349493.7269597,978689942.7364347,1016743355.3656318,1141154695.007485,1246209294.434555,938260089.4533154,1267618118.9760747,1166390926.2056632,1310438016.3221323,1084951714.5652084,885655239.0864441,1120500822.981066,1030708783.5866922,1264297522.634455
2026-02-18,904784209.3868623,1040845131.9080065,1234180692.8308816,1195679175.6082294,1197867128.3250763,1182968392.4916797,1323313009.5849535,1257544681.3605056,1041388681.8133461,888897649.120139,1040638363.2560757,1029381743.3761852,1079972449.603391,974284103.6867723,1013134461.5925883,896128940.3692422,1028456935.2777121,866722266.105156,1238718402.3274026,1185823899.9977655,1236785743.0489516,1360918607.7806087,1095918458.1186123,1388354149.0473392
2026-02-19,1265218632.883442,1082145697.582582,1051120179.357708,1035774109.1898774,1185830667.2931378,1263507997.2198553,1231946880.4190888,1004003453.368555,1033955034.6839705,1134448433.3330119,1016694180.365031,1183120727.015045,938703361.7986146,983247867.1636245,1261025013.4575882,982713727.0720327,1301544616.181039,952763673.1609051,1101055322.3472493,1059803916.0240732,1175457089.1546159,1321471369.1414587,1144220741.4437866,1280365359.5210893
2026-02-20,1138592503.462534,999840652.7804686,1188491180.5425043,1250361751.6550934,1158578578.2742183,1188825382.8546991,1300654020.1294386,1235606853.7674701,833996148.1336969,1164871841.3612406,1409913457.4725337,1124541008.9571886,1205252293.1202135,1044898956.5446612,1089959324.391119,1047863630.2107017,1061590928.4966284,1211267821.6218433,1104837688.0058048,1088694776.0496807,1059627882.8807614,1135668974.715554,1190231713.3287158,1184069598.4246361
2026-02-23,1095637028.935524,1028924409.354119,978975661.4992903,1217610449.2430809,1023545691.776518,1143063339.156518,1213284375.9938068,1127769542.4443457,1235410010.3583612,900060819.574405,1177911155.6552973,1231172209.0195496,1012192514.5487099,1009518397.7501653,1336896328.6164458,1143229573.3169181,1222937517.2802632,986271260.4104935,1089274767.0657098,978214388.7538089,1180011070.3265617,1131432511.622679,1057351338.0391212,1249737629.5975463
2026-02-24,1246536804.1646576,1165796771.4684513,1057697373.0217091,1166218518.0282304,1273632854.8742948,1143436309.1328578,1179936841.0041518,1226642815.4125996,1095956392.8220043,890429107.1222516,1164422245.5852962,1066933764.747602,1052296967.7980849,938098190.8601642,1317297689.4884207,997693087.7898841,1049581244.6598555,995384674.9251403,1308616605.5092316,934237960.537443,1081836385.451221,1315052795.511886,1047713601.5376965,1370356126.3369944
2026-02-25,1273223713.4863775,1096865454.446231,992862559.7434584,1126640001.6750636,1266013365.7511277,1148849676.8138223,1070403807.5890942,1126225685.7806911,929107157.5132053,1033632445.0607404,1200388580.440736,1147857124.9273992,1008798224.0659418,1047889406.6494746,1307190343.9264305,952219625.4968024,1046591839.9863628,1057540008.6053159,1146548952.3349867,1093925258.0258083,1168532359.2302113,1310682115.456166,1019368627.6417768,981277186.2209442
2026-02-26,1017043699.4104705,1222584768.3088412,1009223467.7087591,1119465058.343929,1145173165.5808337,1231443415.4447696,1286881777.9177449,1385414159.0307422,1040718164.4229553,995164062.8657461,1094399303.82762,1058467910.173535,1295650790.6684146,1004086564.1749928,1016509950.8494399,912644130.0185304,1247338264.0813456,927951417.7074769,1300519610.8653948,1127356631.763368,1218993631.605727,1220529145.274188,1237852554.2340348,1044283758.3391285
2026-02-27,1129611767.356374,1285642177.3234577,981944844.0376308,1284639429.4101985,1123649608.450558,1148147999.1186848,1193359859.0839362,1262272566.687917,1020348018.9964309,1140103910.331354,1271198660.1496592,1048747441.22214,1120614892.3446066,1039354571.7586731,1235885178.95956,966410634.6607761,951199541.6933706,950353266.7196229,1174686765.0844774,911305969.3217239,1182547473.7052941,1162374622.897613,1059539929.665139,1206446556.6385078
2026-03-02,1287187221.7428815,872158127.6591092,1062244453.8447429,1253320956.3475583,1273813185.3010342,1350084171.303956,1218523957.9702473,1104393951.8174884,1150601772.8106744,1256121690.3701212,920698787.2787721,1186300019.661289,1010685703.0990795,1019599471.5655192,1082923164.732164,874928985.23577,1100729017.9840178,971593494.8815361,1103630669.3936944,879916671.0756588,1001510030.3599507,1103133411.2752619,825718465.4447862,1043076170.56479
2026-03-03,1197722445.441953,1193587425.4731915,1112476651.2649255,1129889882.6197152,1140681464.6476572,1245403406.8889737,1303726382.1329644,1114931005.9725375,1039493594.2045056,1121995900.4150364,1086754039.584702,1089258711.089783,922538904.8836231,1015421236.3727412,1015822137.7127444,1037559395.1710819,1102869582.3630998,1066855210.5615877,1220876763.5709634,1057628581.7191094,874859784.8532197,1036843700.5461562,1208615874.8776443,1207913209.3830795
2026-03-04,1134501455.0031722,1170244835.4780827,1294102679.647512,1186659416.7106035,1230027571.2160714,1072836320.2173892,1092494724.43132,1174339144.659851,971402273.9510812,959192551.224514,1214022073.1821725,1182961140.7624717,1025561664.7706047,1094413089.6873584,1041731904.8043201,997250730.0242885,1020588169.0200826,942095479.5570949,1214742106.7353432,1054837347.8439503,1107111265.7897687,1273881006.0122395,1107353707.5064583,1209162292.0878897
2026-03-05,1046484392.008717,1182620586.309067,927326128.7006663,1250172622.689667,1057656142.0116118,1181411263.298354,971781278.5488507,1232900795.4968927,1109538608.4896379,1054955660.8999047,967366844.1033545,1146745874.037011,1092090217.0212502,963574204.9949111,1146891509.617074,992610920.0261893,1085061027.6157732,1010071155.4972241,1189713575.185929,1089558825.5632918,1284702951.4344223,1288621757.4022167,998049401.8518778,1190047561.3389566
2026-03-06,1271552629.104951,950454330.4133451,1170807521.4519396,1197565930.182094,1176042987.0632212,1245709571.8891776,1185352142.6126866,1198574239.9039037,991074710.6078783,954952372.6039048,1182558978.9915228,1226338131.3706033,1093292924.6777768,1132008385.3582468,1284866909.936045,892043179.3987943,1005429987.8050882,1157145283.0432997,1028599155.5110027,1013336037.7690289,1140985140.8565872,1203631046.6251354,1067889105.8077862,1283892621.1167295
2026-03-09,1348730993.5665915,896378158.6569127,796472796.1598248,1139266991.327704,1173094824.213429,1302965271.971896,1177714337.5635726,1274818222.317166,1035632451.4385514,1089716925.7878687,1121175309.1510634,1094686735.5683215,1128885084.0270126,1125543047.1276777,1209217721.589257,1065761386.0936451,1022946011.2416539,1045093599.2572267,1109292979.6696057,1256085801.799913,877394368.9565922,995584090.0460566,994714333.6296114,1177929564.9063158
2026-03-10,1100273411.1614544,1133516867.131505,995407742.2613235,1097527381.7676585,1224186226.5717301,1134117390.1474016,1170316552.7322125,1245720953.364527,1113467797.802443,997072893.3898588,971538210.3118451,1147447507.229703,1193253878.6629052,1042256312.800576,1171914821.3858669,901095226.8905401,1375775618.3825161,1006396746.1756059,1318836076.8284733,943276053.5789047,1137644398.3494694,1105664326.9423563,1087744262.2061248,1303159087.8794177
2026-03-11,1000335054.576105,1094447993.8966846,1051232803.5993391,989386816.3550476,1224352291.1529331,1092736066.9817452,1368869772.6567578,1052302910.351986,1049981328.2261822,1192792512.9389298,1039687860.0147069,1125565040.0655985,916074686.9295695,965161742.9468663,1133449739.6900613,1023818179.2043332,954057489.7953225,1070100029.6414677,1178009107.2828577,1133684652.270758,1159516883.3991807,1243590020.2780416,944640521.5554417,1308675882.1897001
2026-03-12,1277832055.2863898,1080595328.8450332,971776686.3982759,1072603224.739632,1155066771.2938378,1201260728.3793852,1208376681.019243,1117150651.8106863,1150085343.0617862,1239963353.0526917,1120550250.9836977,992762304.3156886,1124297675.4986563,1072461628.7033082,1179520214.2345603,1135912376.5505784,1122399096.036318,1017357372.138226,1135444684.2835972,1081618867.8673573,1155959340.276019,1197192462.675647,886856278.6225991,1320078670.4433577
2026-03-13,1113629165.1649327,1028146569.5841541,1201669843.2111197,1093958786.0473714,1483513036.3696082,1264044963.7876718,1285254424.9387045,1071481345.7784859,962192553.1118647,1043753844.3540866,990483399.717138,1079870744.8595245,1157163701.3533256,1195317708.3929186,1366577085.5698466,950298684.8941507,951758331.1523218,999418214.4703462,1016101979.7757022,1053118245.451662,1240823291.5390017,1172732733.660105,1026455655.781672,1196677395.2762854
2026-03-16,1053565133.473987,1304278710.620194,1078373983.9728093,1260136870.949237,1332178807.5441225,1202444391.35089,1384526788.1387758,1207772207.4823828,1039805807.0319431,1116699702.088967,1159058554.5048423,1093332635.3915002,1087213508.1223133,1222047655.440885,1352086229.6251757,1096787356.9465067,1051124468.8853884,1048574267.5882574,1090653420.718071,1125189926.8765182,1139288442.6651745,1081022411.8679357,1225035388.1617558,1130066476.9902403
2026-03-17,1232948440.3546667,1177495425.6314247,1085809768.6645393,1253513940.3989928,1053605841.296105,1122232749.5300946,1396147455.1389744,1112945919.8979075,1171605953.135155,1186079125.7489033,1125953990.9853067,1088330161.2087839,928817514.2966695,868418827.8113843,1064927740.1005987,823884418.5269384,959460283.3802748,1019945047.9208257,1210746307.5816867,958730996.1897637,1119274265.5737073,1193312965.8592024,1060118164.6135156,1203378043.1873183
2026-03-18,1174097619.503381,970982032.7250224,1062342053.7089146,1095792602.2730148,1300281873.2118738,1004804072.2012837,1215953497.474249,1147535860.4201157,1112042058.9419227,1079462545.9356685,1101499944.9112654,1068595731.6590679,1053552065.9409505,1085271927.860383,1411334338.6074812,924307988.7951964,1059887410.0603368,975850963.8490363,1310962869.3983235,910776019.6558205,1143102069.8336422,1225305994.7610042,1084921340.9220161,1257195157.0704327
2026-03-19,1354660307.169124,982874398.0805271,1080733681.89063,1305271908.6053119,1186938269.701369,1016644182.1815351,1342420698.7377832,1214992317.4599347,879996460.0022082,1084815240.549534,1195891535.8077562,1127770896.1848006,1243175897.5180035,983352776.362638,1108747625.9809425,1044672433.5847262,998736458.6892173,1267595093.9276695,1282137210.473442,1038949542.2376084,1103677799.10131,974397591.5929108,1168698124.8038683,1233030144.3173888
2026-03-20,1147376544.5331392,1104930201.6651354,1228979634.062574,1028996727.0772365,1224842831.2659054,1104047470.2182887,1139765194.8881094,1305614894.0980017,1005468619.7056922,1065342577.7299411,1212680801.8916647,1341431774.0207276,961215794.2882636,699501943.9078299,1181902128.3310616,1142102852.602139,972120223.7564169,1074210734.302997,999160624.3848416,1039358824.712225,987093771.7774642,1106562463.262579,916713377.3994668,1283673430.7239172
2026-03-23,1056305674.492366,1050298898.7704185,1212135907.6636329,1292918757.5735033,1176913799.083735,1091164852.830497,1244218411.8870423,1240255186.1907346,1091492205.910421,1154181481.8878837,1099949278.9805348,1325967379.210186,1149405034.0638084,1169342065.3537455,1320291873.4206862,1063615680.4601272,1215482146.7908936,1080883876.3569243,1218033778.2819474,1091520251.3603904,1167025372.7263494,1320072837.311791,1104873435.9394414,1051368676.6199613
2026-03-24,1305249446.4014206,1137543801.152737,912347847.653851,1255306687.445181,1100471706.8739417,1228579159.6308854,1115016525.982276,1140918184.5955951,1058127130.9316798,1095170323.2380214,1104998894.439064,1209738608.8420813,929306749.6686373,1048704365.2831913,1249785122.332814,1218565285.5835953,1133679671.6036372,900588050.4696705,1212074160.366276,1071755901.349311,1157249121.6933982,1102617358.1255095,911783178.2277013,1416288355.8076062
2026-03-25,1283638355.9074593,1024431787.0092441,1200315910.6354263,1112933255.0418632,1220147544.808855,1160995395.6667554,1264035647.056201,1332420272.1753623,1199515576.9826922,1086940225.1111023,1164226060.2915268,1172658881.7002158,1186239955.269146,872032350.9177346,1468482186.1854196,1305736754.1069992,1263106262.728903,998755748.2172964,1199739888.2480311,1018315251.4933228,1085654158.0922494,1056412164.7217766,1114949912.3458226,1133723543.5396876
2026-03-26,1123271208.8619444,1131948658.5463488,1227167726.095492,1236141111.083792,1199762532.5973647,957286117.2321273,1159615179.7017596,1147966063.6521454,921464420.5921477,1153964983.1769402,1265677078.7041004,1078768018.4686651,1152669104.6898754,1101039126.6341195,1233725447.186598,985203154.268193,1208811693.6569335,1088705554.3245249,1082180218.1919103,1040519980.5047381,1163438014.3777566,1207366168.754307,962788121.2642924,1227956083.8370097
2026-03-27,1286462361.985525,1073170488.5191289,1022738878.6637238,1071856995.0478243,1071202933.5437324,1026260740.9875315,1380109578.845901,1116618392.8718662,909145807.3583283,1183366050.9699414,1060812005.0835466,1140768445.3419552,896560436.0734353,1062367541.5418173,1046378701.1330677,1112677866.751086,980454383.3265585,910715274.9520043,1219861517.1596076,744690457.1255211,1141106076.5504453,1132186522.2786458,890469369.7838793,1243443296.0600781
2026-03-30,1355476950.913031,1093271691.1296244,1055136061.5970334,1041524345.9700876,1016221040.4448819,1233283646.4838243,1072340356.0224574,1154643848.7034268,1226722806.3687904,977147367.2703525,1264020204.1456084,1094680830.7959344,1043743691.0352632,1057634081.0497669,1101194457.4422784,1052759845.3272969,1161994424.7863436,982990329.2575295,1105144036.6041079,1199572248.359062,1275578095.8687205,1059422257.0023226,1162122583.638715,1172146888.4912124
2026-03-31,1398055513.1008747,1068622443.9455179,1201478410.9457252,1136827288.9553804,1084716797.21944,1125705516.3720884,1325913036.75543,1289798668.0729506,1201977354.696547,1146438695.1462688,1177434512.646656,1208062984.7207992,1141998526.2728226,1053825029.2498643,1358259476.0903363,933701802.6795251,1040716722.6232121,960154582.2585763,988128508.9290237,1145573834.3619533,985033514.3272046,1147830803.7464886,1118106328.604501,1075460066.9397388
2026-04-01,988640602.1807941,877089115.5594118,1008232617.544929,1168676983.5190241,1107054453.3193996,1128552868.86711,1259919350.853864,1117898666.2002764,1151959525.843516,1161625317.4895508,1115446369.5674405,1125820087.2953424,1135243721.7222788,946387257.7090802,1264301998.1865804,1119311997.3092248,1064486839.1828119,957980171.8325986,1122070928.7673745,1161962307.4205644,1138358543.3883417,1236728829.4497814,1093436298.3861406,1240615957.1074839
2026-04-02,1111898768.4656572,1117215802.9825432,1293190925.0196216,1185596092.0329757,1247621255.1569784,1168368902.1002367,1076264904.2706552,1078461972.391429,1152750633.2965066,988236655.3264511,1171504706.309759,1205699678.0358512,949575746.0972216,1220417995.2320426,1159051677.2947264,1075307270.7100523,1039932630.9874626,1065911850.0166035,1207290777.1743693,975889129.9789578,1152537630.6395466,1182517936.6042888,976435300.1449066,1270908743.187632
2026-04-03,1119460716.3916764,1164490429.9623175,1084820633.6091256,1076569077.6940963,1135597410.0085971,1204096482.6612027,1139107407.2432334,1211594709.8600006,1118255466.6344895,955112486.4798435,1109731231.5288439,1215471283.977807,1083676902.8280907,1201435985.7468896,1235796102.100293,924536552.3086627,1111019420.52992,1140926725.5727463,1191265740.6048102,1063130329.2181861,1100681111.2870288,1091521056.4417737,1024502648.2509495,1221725468.0033746
2026-04-06,1267796764.1025746,884735499.5204853,1062956161.1135285,1161789611.0820422,1124900640.857224,1251582106.8601766,1484977013.341936,1286494869.9064975,1057387826.4088616,1254852094.3591046,1144036455.408641,1271193630.0628524,1029086784.5440043,1099802107.8222992,1052480815.6058888,958286440.746588,1092923193.6317937,1072020098.1572859,1075502590.6761868,1023059106.0943654,987986547.0274607,1048918580.525481,1090136831.591702,1171561113.5744193
2026-04-07,1181688768.2519057,1016862610.0527999,1110299102.5349574,1079977864.1536999,1318706838.8942003,1031202884.8993623,1433651438.6020694,1208557542.3605165,1122107041.458124,998907870.1676544,1321988958.7957976,1267973777.0231962,1077466971.7874217,964206565.0789238,1281581564.7495294,1159869177.4666407,1194710897.0847285,959983013.715912,1115566513.1400359,938057570.1582469,1216382809.5163617,1203782281.0255926,1008667511.2550873,1173690642.3814003
2026-04-08,1241912016.7820833,1117106230.47977,999561741.9234078,1269528446.4669774,1278494777.1485827,994920887.720879,1139817909.3503497,1273260605.2257872,968865672.315726,1161247486.4405017,1061091268.96703,969478353.2535777,1006888828.5247489,1101950186.8534367,1145962859.6134517,896594439.939159,1210754265.4347193,1036146838.2765547,1192066408.8057044,929725080.808962,1007405558.4296105,1239338531.5990357,1107014532.0793846,983944392.8893588
2026-04-09,1256745496.2633038,1192124973.587419,1138779017.9873497,1132746188.4386318,1306388879.365,1135550981.3826914,1268668729.8576493,1192388286.1156316,1152499108.3347657,1134022313.551751,1092803072.4101696,1278757917.5855062,1117459260.6041775,1109819424.2398493,1160924376.944793,1038035738.6314415,1081522022.8540387,1016254580.6983317,1058041083.6586969,1154235476.3508809,1123267318.100252,901547321.0063293,1059184445.9089243,1176563431.1106536
2026-04-10,960130646.6325635,995647495.9091009,1139072681.2867334,989734091.2873634,1064320676.3223639,1253702126.046733,1287153875.348705,1256879138.4838781,964374833.8065656,968127928.4378309,1257390829.7319577,1152555728.0509772,1137561203.7126703,1019739277.1353008,1142391800.255515,976620334.0096256,970407687.380271,1035398183.8681028,1106255473.199848,1102110300.8968112,1223424026.2829292,1084107861.7456079,1178439582.1031158,1163141494.6455002
2026-04-13,941059205.921254,1012171031.4729869,1152238515.4930506,1129572412.036221,1202433806.6204252,1057601597.5632442,1193996011.9823027,1284110009.1845915,1022553027.040313,1096321837.5537777,1273500670.728797,1269096079.8903887,1103131198.901999,1027517584.8546425,1100281605.6609163,1036409210.5724181,1113905964.3213034,1047612370.6326333,1418758329.6192892,1126341997.614972,1089668646.5349367,1061861819.5956568,1122187759.3537292,1174721674.4174323
2026-04-14,1177931031.412208,1359157471.3048215,899723477.9337313,1122106874.896658,1001328345.3913091,1037879676.217384,1177962415.3889425,1280016010.8924634,1016500202.8243806,1158300212.1301825,1119031165.8581288,1206058188.761007,948573541.7437997,1176425480.7252436,1178670027.833419,744695263.7716779,1067565796.3699868,914921912.9458451,1206429623.6613252,1088509930.843236,1203913881.8325195,1105529158.1017609,1048627946.8007387,1321719049.0074565
2026-04-15,1172400656.0548182,1126260221.922615,994012069.1403847,1221981588.639569,1186597293.9167428,1228512352.1410348,1192051345.7918205,1360244829.794591,937889005.7060624,1025589771.2467295,957289623.345179,1084432618.82623,969904367.6543843,1264068222.504932,1097532549.006845,959454691.2402388,1006874783.5801661,1183046964.7406328,1040216367.295404,956638702.8662025,1165755813.1057909,1006784986.6298851,1041830887.350686,1179110859.434538
2026-04-16,1146121697.9559267,1101776540.7040138,1080246264.7462554,1148777418.3078926,1253074301.9871175,1009096487.0875807,1229736195.435648,990413724.6500072,1109623573.6001396,995776256.7204874,1281182531.8016098,1110290117.4803853,1105740706.8442516,1074767803.5474975,1353080189.5806606,1134703066.2137551,996775442.1321552,958158385.348757,1238241216.0003514,1113746153.1349306,997681719.534207,1178329861.3860579,1237148885.2966635,1236522671.8521228
2026-04-17,1350513924.6737378,881307504.99836,1141397150.5775466,1275936776.8798747,1191174743.3067887,975009639.8360854,1162566424.2205496,1294533254.3845992,1099730424.5959456,1186340094.9726856,1095948149.1818383,1137971675.6533947,1015885185.8705337,995560809.8008028,1224571716.9186826,1222896756.8765335,1070315453.6557823,1131808273.8094597,1225141171.6684246,1288588133.7946098,1323345906.8380935,1104616796.584019,1153091130.065256,1221367009.3852346
2026-04-20,1246750009.4920652,1279731567.1832073,968717013.4488231,1331795636.3578575,1360656319.4495444,1214237946.7911403,1151584518.9012353,971825473.0903049,1084680525.8578002,1130358515.3804774,1129531015.0779333,1301029447.2617972,1073307150.3825914,1191581688.1604223,1208725731.350097,1014519655.9792067,1091869045.2973058,973460272.8857659,1097205069.0835145,1072181421.3467594,1110899674.8577516,1257029610.7095692,993662308.0800322,1192120888.768254
2026-04-21,1027967843.0364324,1055352685.191278,1106228955.3948646,1135036263.5684671,1230947097.0997796,1179539839.2994864,1199112773.1986668,1185020485.2105658,1206322123.9101415,1209140092.597539,1140960061.6093602,1151184759.6994889,1182018938.7872422,840230243.7119371,1186578370.87181,981508140.0258151,1158636349.1719763,1251078466.2491577,1132166521.547241,1128337869.2000763,1239013245.6654744,1121509764.0916057,968235759.2329916,1112318842.3778033
2026-04-22,1445850931.8597872,1063219247.944873,1060246917.7814827,1293142020.871538,1144404834.5125773,1074682924.2029328,1019413552.495881,1352160212.7379608,1182069931.433671,1188049747.677446,1134278055.7098923,1183216976.7254167,1096682905.6249027,925461849.7427232,1106816965.8803623,1093357018.281682,1133118332.8517008,1033459555.8765471,1157934318.068419,1097130495.3436236,1345229317.910246,1140615415.163717,889799796.0214262,1145017781.103486
2026-04-23,1182973868.4028084,1379521256.3462882,1118565135.9083354,1216646838.677567,1138514142.9540348,1300790213.687808,1221236216.7413123,1275316988.7307258,1185940448.194804,1215372877.0482256,1110673947.7536519,1077020689.2464485,914003325.8765962,1109464182.3859305,1064744835.7873913,844450678.1553057,972452276.9943283,1084870590.8160803,1216805651.5552487,1034927844.68734,1113048350.1324606,1383913752.3691268,865516786.1066397,1033783615.8823903
2026-04-24,1265780636.6347928,1006233500.0956401,944679947.5967948,1382870870.454942,1103097521.8436947,1014713575.7105248,1247083362.6769292,1183228539.211807,1130115524.4995062,1136991142.5097885,1045227768.060952,1176772709.6338751,1148904696.860582,1013740295.9829037,1103971902.9991996,1082310993.9851332,1047369064.8622168,985596713.255832,1241882807.9376585,1043869671.755062,1241981499.6062086,943757023.9187894,990528371.5589789,1313678066.3571432
2026-04-27,1084045799.8449106,965726672.3766066,1216103974.6365502,1262293237.2516153,1138769506.5732965,1060173203.7259998,1015609013.8886017,990053429.6083034,1171807384.1563032,1013289365.0377319,1115568460.5448456,1090302617.4022944,1170557282.107774,894767570.00535,1212897410.1467006,909378793.4039208,1084130927.4381235,980879676.754644,1048407468.6174932,1054699691.7288698,1371061348.3940508,991913440.0863358,1023102681.0323349,1141211978.6764154
2026-04-28,1060233888.5972825,1025731357.5667565,1080902579.4788208,1288266331.0294156,1275527637.724555,1292133708.787684,1183297344.3533516,1200595050.5273478,879193861.2583021,1118976882.4349294,1199031079.3757703,1130511121.0263534,1086060950.7752945,1067283395.235247,1354496163.9101923,1000531343.230638,1023706712.5886016,1087698694.8247688,1235076974.2807357,1026687473.9058334,1165101879.9144292,1127184286.533213,947243123.8297678,1134484542.700555
2026-04-29,1100321119.5541165,998437616.941918,853680315.4546801,1104483922.6495655,1047601647.302157,1224364465.7932715,1173291166.5013008,1265600107.8353534,1064009383.7899926,912584554.6633193,1275151864.6429336,1177040177.131821,916404205.1900917,1107863323.6449528,1066698688.2965018,972866807.5332451,1037325724.8217508,945668641.5164654,1059065858.2323773,924818167.0943037,1238597199.2761922,1181089643.18682,1094177002.5776832,1089215653.4458363
2026-04-30,1107932838.973347,1166246322.7336137,1014409578.7267462,1348181161.694374,1117399416.8085742,1002631727.1032438,1036784911.3269919,1112738709.4824417,1251060494.3144126,1142116676.477351,1170527508.9966047,1101328284.5268602,1030075273.9860513,1072978874.0579481,1196385603.6300945,1148700939.4952703,1094517059.198337,1224980990.2248607,1272527482.5165563,1067195149.7134408,1050550637.841377,1223951045.5718844,1053980400.0704812,1176781772.9807417
2026-05-01,1056978501.0584196,1159467718.7118702,1261057752.7784462,1120492880.779558,1225540661.29951,1342293042.1171398,1069862442.4517123,1138954582.1886544,1029815913.743975,958815800.9815917,1182378706.0835738,1081852989.962512,1038147922.917039,1069567814.7905278,1151706611.253666,993997848.9324912,1121757565.8062,1054269855.5324823,1232819608.3106186,1136135594.9167295,1047721955.8835909,1117508152.557517,1047220929.6910181,1322252885.2771065
2026-05-04,1217012837.5856907,1218241597.5766232,1262390652.9534893,1125854589.3594372,1189773774.4855669,1280351793.4180017,1226583260.8905318,1195680616.7245536,1076066848.0792751,1203854778.842441,1093911357.0992844,1108070533.0355198,959751076.6822257,945284589.776618,1169533357.037751,991171773.4744402,1066656811.1099021,1152990707.9610107,1059684977.3944278,1104221728.9452465,1032885912.0089666,1230737161.0483143,1043246905.01888,1121849927.0356486
2026-05-05,1033478420.410366,1108312118.0355206,1056936961.4818004,1201175005.442809,1313903086.304951,1266678917.903223,1259440013.2166803,1102637028.8364599,1029418591.842514,1050842350.4706013,1033871227.6046941,1149960088.1482146,1123988039.9582062,1009585175.2238054,1136265180.016823,1201448657.3810894,859216017.6980647,1094572251.1486654,991339228.7843978,934264536.839686,1166553445.859283,1197287516.3375597,1054918431.1021171,1104849609.0798142
2026-05-06,1128338122.8511307,1147184689.2551074,1198829285.46348,1143498544.8615184,1079838359.1727283,1126605311.9597766,1227855298.4723113,1158137539.969611,1083158617.872166,1099063832.4515166,1129754333.6349745,1010428401.8799534,960596583.2051687,1052365709.6225584,1419899794.4310856,1063056682.5973885,1158750906.989993,1051629660.2284769,1338068472.5159216,1080751862.2042418,1155193806.817034,1180566872.6410604,1060174543.2966602,1258062054.3251858
2026-05-07,1155517677.9450605,1208968753.570843,997803850.0468311,1240448082.0469904,1014564888.1788716,1263404670.9171188,1093961343.112978,1261353454.762776,1104371140.9291859,1032571699.4486456,1208249265.4571989,1094898375.2701175,1130990071.492876,1052351456.1889085,1277036728.3145423,1143958641.759019,1162095735.4692795,1114168192.0188096,1222823020.165745,1072829884.5904497,1193329730.2715485,1019260175.5208527,1042474927.4038186,1267638894.2302575
2026-05-08,1034380922.2806435,1101673888.2505217,1023901301.6598649,1220757049.1134033,1188436941.2605271,1080344293.0840704,1013631222.8863087,1279165430.5259013,1217722545.025489,1074615545.460348,1232380764.9301357,1117232055.7111785,871900501.10663,1159146199.0884776,1304220134.6393456,971386277.5739281,930402408.9633645,969957760.3487204,1182653130.6476727,1128145476.1183872,1176420738.7777016,1163020019.004024,963903018.3405788,1327878644.974611
2026-05-11,1148939820.831896,1110090410.1192534,986696200.0286577,1421936148.759901,1297395039.2864647,1036399848.5382862,1101779269.3575232,1143722337.2907755,1155218794.7110786,1051053671.0988735,1129471626.496977,1102857062.665432,1186165870.3880153,932974303.5867773,1224362741.2655935,1162170942.9290988,986514395.5856323,1128421235.563356,899743376.202361,941781852.3659047,1135403044.4745562,1070702365.511435,1229945175.1687052,1125384157.7554696
2026-05-12,1114318962.6920977,1162042973.4697337,1147394097.3931396,1127647742.390519,1237036264.3576694,1231809819.2161458,1258304394.8022394,1231073053.7746453,1102591220.443373,1174311721.4533536,1234275105.7697632,1122824883.3934498,1110845255.2955768,984972208.6474811,1271598998.8448305,1001497764.8259885,1084230706.5594738,1128331795.1775014,1081770644.4175475,962304062.3637499,1030311301.8998507,1296322212.248508,1061423338.0297484,1289692172.2320626
